t0,t1,t2,t3,t4,t5 
0.26201,1.8565,-1.711,0.029049,0,0
-0.013198,1.7447,-1.62,0.049762,0,0
-0.1749,1.6342,-1.52,0.06039,0,0
-0.2299,1.5845,-1.4719,0.061942,0,0
-0.2449,1.5769,-1.4644,0.062004,0,0
-0.2976,1.5423,-1.4295,0.06169,0,0
-0.055356,1.8389,-1.6973,0.032981,0,0
-0.24438,2.0267,-1.8308,-0.021376,0,0
-0.50361,1.8831,-1.7312,0.022671,0,0
-0.6049,1.7864,-1.6551,0.04321,0,0
-0.64095,1.7472,-1.6221,0.049412,0,0
-0.65593,1.7206,-1.599,0.05292,0,0
-0.65593,1.7206,-1.599,0.05292,0,0
-0.084133,1.7411,-1.6168,0.050275,0,0
0.24924,1.8524,-1.7079,0.029985,0,0
0.12384,2.1222,-1.8883,-0.059413,0,0
0.048925,2.2569,-1.9577,-0.12467,0,0
0.014795,2.3121,-1.9822,-0.1553,0,0
-0.014614,2.3426,-1.9948,-0.17319,0,0
-0.2259,2.2055,-1.9328,-0.098156,0,0
-0.26653,2.0181,-1.8253,-0.018269,0,0
-0.27325,1.9762,-1.7976,-0.0040692,0,0
-0.27814,1.95,-1.7796,0.0041557,0,0
0.20781,1.9626,-1.7883,0.00025761,0,0
0.48433,1.8082,-1.6729,0.039229,0,0
0.60105,1.7099,-1.5896,0.054172,0,0
0.62711,1.6746,-1.5577,0.057647,0,0
0.64198,1.6415,-1.5269,0.059994,0,0
-0.056452,1.8857,-1.7332,0.021998,0,0
-0.35501,1.6996,-1.5804,0.055293,0,0
-0.47414,1.5735,-1.461,0.062016,0,0
-0.52712,1.5054,-1.3912,0.060286,0,0
-0.52712,1.5054,-1.3912,0.060286,0,0
-0.56585,1.4567,-1.3389,0.056738,0,0
-0.18072,1.6374,-1.5231,0.060217,0,0
0.075257,1.6635,-1.5475,0.05853,0,0
0.018387,1.7468,-1.6217,0.049475,0,0
-0.023786,1.7758,-1.6463,0.045004,0,0
-0.023786,1.7758,-1.6463,0.045004,0,0
-0.092549,2.0437,-1.8415,-0.027631,0,0
-0.51119,2.2462,-1.9527,-0.119,0,0
-0.67165,2.1497,-1.9036,-0.071633,0,0
-0.73819,2.0731,-1.8596,-0.038995,0,0
-0.73819,2.0731,-1.8596,-0.038995,0,0
-0.73819,2.0731,-1.8596,-0.038995,0,0
-0.26423,1.9169,-1.7561,0.013747,0,0
-0.0078132,1.7371,-1.6134,0.050817,0,0
0.069721,1.6213,-1.5077,0.060985,0,0
0.11328,1.5643,-1.4518,0.062002,0,0
0.11328,1.5643,-1.4518,0.062002,0,0
0.11328,1.5643,-1.4518,0.062002,0,0
0.34939,1.751,-1.6253,0.048869,0,0
0.4734,1.8388,-1.6972,0.033004,0,0
0.56634,1.8639,-1.7167,0.027333,0,0
0.58225,1.8697,-1.7211,0.025946,0,0
0.58225,1.8697,-1.7211,0.025946,0,0
0.17027,2.0017,-1.8146,-0.012553,0,0
-0.26429,2.0173,-1.8248,-0.017995,0,0
-0.19837,2.1637,-1.9111,-0.078078,0,0
-0.19837,2.1637,-1.9111,-0.078078,0,0
-0.16991,2.2438,-1.9515,-0.11773,0,0
-0.16991,2.2438,-1.9515,-0.11773,0,0
-0.0043967,1.9454,-1.7764,0.005519,0,0
0.092948,1.8708,-1.7219,0.025699,0,0
0.11962,1.8477,-1.7042,0.031052,0,0
0.1349,1.8326,-1.6924,0.034315,0,0
0.20922,1.6607,-1.5449,0.058738,0,0
0.22034,1.5991,-1.4862,0.061695,0,0
0.22034,1.5991,-1.4862,0.061695,0,0
-0.006084,1.769,-1.6405,0.046123,0,0
0.054029,2.2644,-1.9612,-0.12872,0,0
0.31588,2.3949,-2.0148,-0.20552,0,0
0.51939,2.4293,-2.0269,-0.22791,0,0
0.62066,2.4297,-2.027,-0.22815,0,0
0.62066,2.4297,-2.027,-0.22815,0,0
-0.16121,2.5215,-2.0546,-0.29231,0,0
-0.24262,1.9712,-1.7942,-0.0024445,0,0
-0.13081,1.7594,-1.6325,0.047616,0,0
-0.088288,1.6554,-1.54,0.059115,0,0
-0.088288,1.6554,-1.54,0.059115,0,0
-0.075285,1.6258,-1.512,0.060793,0,0
0.27002,1.6568,-1.5413,0.059016,0,0
0.45015,1.5981,-1.4853,0.061717,0,0
0.52874,1.4997,-1.3852,0.059971,0,0
0.52874,1.4997,-1.3852,0.059971,0,0
0.58126,1.4542,-1.3362,0.05651,0,0
0.37731,1.7324,-1.6093,0.051436,0,0
-0.2038,1.902,-1.7453,0.017776,0,0
-0.36393,1.816,-1.6791,0.037714,0,0
-0.46791,1.6795,-1.5622,0.057226,0,0
-0.46791,1.6795,-1.5622,0.057226,0,0
-0.46791,1.6795,-1.5622,0.057226,0,0
-0.32348,1.7024,-1.5829,0.054994,0,0
-0.24524,1.6834,-1.5657,0.056879,0,0
-0.1944,1.6528,-1.5376,0.059289,0,0
-0.1944,1.6528,-1.5376,0.059289,0,0
0.22039,2.0272,-1.8311,-0.021527,0,0
0.54039,2.102,-1.8767,-0.050755,0,0
0.66935,2.0903,-1.8699,-0.045943,0,0
0.76074,2.0527,-1.8472,-0.031048,0,0
0.76074,2.0527,-1.8472,-0.031048,0,0
0.017804,2.4438,-2.0317,-0.2376,0,0
-0.46551,2.3614,-2.0023,-0.1846,0,0
-0.62944,2.2351,-1.9474,-0.11318,0,0
-0.67925,2.137,-1.8966,-0.065902,0,0
-0.70167,2.1052,-1.8786,-0.052124,0,0
-0.71543,2.0876,-1.8683,-0.044827,0,0
-0.36806,2.1716,-1.9153,-0.081775,0,0
-0.1288,2.1886,-1.9242,-0.089862,0,0
-0.037015,2.1632,-1.9108,-0.077821,0,0
-0.018661,2.1544,-1.9061,-0.073758,0,0
0.059322,2.1266,-1.8908,-0.061336,0,0
0.28023,1.6512,-1.536,0.059399,0,0
-0.021149,1.9555,-1.7834,0.0024783,0,0
-0.41443,2.1389,-1.8976,-0.066759,0,0
-0.63643,2.1523,-1.9049,-0.072792,0,0
-0.71744,2.1439,-1.9004,-0.068991,0,0
-0.73948,2.1383,-1.8973,-0.066498,0,0
-0.73948,2.1383,-1.8973,-0.066498,0,0
-0.59953,1.8143,-1.6778,0.038049,0,0
-0.50449,1.6447,-1.53,0.059803,0,0
-0.46325,1.5588,-1.4463,0.061961,0,0
-0.46325,1.5588,-1.4463,0.061961,0,0
-0.42837,1.5037,-1.3893,0.060191,0,0
-0.28356,1.6769,-1.5598,0.057457,0,0
0.094624,2.0934,-1.8717,-0.047204,0,0
0.17958,2.1816,-1.9205,-0.086505,0,0
0.25501,2.2483,-1.9537,-0.12011,0,0
0.25501,2.2483,-1.9537,-0.12011,0,0
0.3699,1.7317,-1.6087,0.05153,0,0
0.36208,1.5099,-1.3959,0.060514,0,0
0.36136,1.3759,-1.248,0.046646,0,0
0.35885,1.2979,-1.1553,0.031934,0,0
0.35885,1.2979,-1.1553,0.031934,0,0
0.072711,1.5357,-1.4227,0.061521,0,0
-0.31836,1.7097,-1.5894,0.054197,0,0
-0.34215,1.7439,-1.6193,0.049879,0,0
-0.37173,1.7979,-1.6645,0.041149,0,0
-0.26724,1.8406,-1.6987,0.0326,0,0
0.021844,2.0759,-1.8613,-0.040084,0,0
0.084496,2.2176,-1.9388,-0.10425,0,0
0.16039,2.2999,-1.977,-0.14834,0,0
0.16039,2.2999,-1.977,-0.14834,0,0
0.24673,1.9173,-1.7564,0.013636,0,0
0.23369,1.725,-1.6028,0.052389,0,0
0.21909,1.6369,-1.5226,0.060248,0,0
0.22226,1.6167,-1.5034,0.061162,0,0
0.22434,1.5947,-1.4819,0.061788,0,0
0.15825,1.5475,-1.4347,0.061798,0,0
0.11575,1.5651,-1.4526,0.062006,0,0
0.10401,1.5744,-1.4619,0.062014,0,0
0.24367,1.8208,-1.683,0.036745,0,0
0.33697,1.909,-1.7504,0.015917,0,0
0.45364,1.9517,-1.7808,0.0036258,0,0
0.45364,1.9517,-1.7808,0.0036258,0,0
0.45364,1.9517,-1.7808,0.0036258,0,0
0.30406,2.1881,-1.9239,-0.089661,0,0
0.12644,2.3002,-1.9772,-0.14853,0,0
0.046887,2.3495,-1.9976,-0.17738,0,0
0.046887,2.3495,-1.9976,-0.17738,0,0
-0.022331,2.3788,-2.0089,-0.19539,0,0
-0.38514,2.0792,-1.8632,-0.04141,0,0
-0.18956,1.6987,-1.5796,0.055383,0,0
-0.01366,1.6348,-1.5206,0.060357,0,0
0.045021,1.5791,-1.4666,0.061991,0,0
0.10597,1.5458,-1.433,0.061766,0,0
0.10597,1.5458,-1.433,0.061766,0,0
0.048913,1.7888,-1.6571,0.042783,0,0
-0.057926,1.6946,-1.5759,0.055801,0,0
-0.054841,1.579,-1.4665,0.061991,0,0
-0.055267,1.4883,-1.373,0.059259,0,0
-0.055267,1.4883,-1.373,0.059259,0,0
-0.19542,1.6069,-1.4938,0.061491,0,0
-0.23295,1.8487,-1.705,0.030815,0,0
-0.14573,1.92,-1.7584,0.012878,0,0
-0.087073,1.9551,-1.7832,0.0025786,0,0
-0.087073,1.9551,-1.7832,0.0025786,0,0
-0.28108,1.8533,-1.7085,0.029788,0,0
-0.36438,1.8569,-1.7113,0.028961,0,0
-0.33495,1.9641,-1.7894,-0.00021303,0,0
-0.27351,1.9931,-1.8089,-0.0096171,0,0
-0.27351,1.9931,-1.8089,-0.0096171,0,0
-0.11639,2.013,-1.822,-0.016458,0,0
-0.17635,1.9311,-1.7663,0.0097237,0,0
-0.34799,1.8637,-1.7165,0.027379,0,0
-0.4054,1.832,-1.6919,0.034446,0,0
-0.42058,1.8193,-1.6818,0.037056,0,0
-0.42058,1.8193,-1.6818,0.037056,0,0
-0.20268,2.0664,-1.8555,-0.036321,0,0
-0.019376,2.1468,-1.902,-0.070315,0,0
0.084986,2.1636,-1.9111,-0.078041,0,0
0.084986,2.1636,-1.9111,-0.078041,0,0
0.17668,2.1782,-1.9188,-0.084879,0,0
-0.36841,2.2262,-1.943,-0.10859,0,0
-0.75217,2.1328,-1.8942,-0.064029,0,0
-0.75974,2.211,-1.9355,-0.10089,0,0
-0.76156,2.2324,-1.9461,-0.1118,0,0
-0.52653,1.8632,-1.7162,0.027486,0,0
-0.44072,1.6457,-1.531,0.05974,0,0
-0.41561,1.5286,-1.4153,0.061296,0,0
-0.40587,1.5161,-1.4024,0.060806,0,0
-0.39842,1.4704,-1.3538,0.057929,0,0
-0.30199,1.8788,-1.728,0.023745,0,0
0.50646,2.1252,-1.89,-0.060696,0,0
0.57337,1.9187,-1.7574,0.013233,0,0
0.60336,1.8309,-1.691,0.034672,0,0
0.61826,1.7935,-1.6609,0.041959,0,0
0.6217,1.7717,-1.6428,0.045683,0,0
0.63756,1.6985,-1.5794,0.055404,0,0
0.5944,1.9284,-1.7644,0.010495,0,0
0.5944,1.9284,-1.7644,0.010495,0,0
0.47868,2.2109,-1.9355,-0.10089,0,0
0.18401,1.9637,-1.7891,-9.2426e-05,0,0
0.15971,1.7281,-1.6055,0.051996,0,0
0.14724,1.615,-1.5017,0.061226,0,0
0.13861,1.5676,-1.4551,0.062015,0,0
0.13861,1.5676,-1.4551,0.062015,0,0
-0.16992,1.4506,-1.3322,0.056159,0,0
-0.30133,1.4178,-1.2958,0.052532,0,0
-0.39141,1.3802,-1.253,0.047314,0,0
-0.42244,1.3354,-1.2005,0.039605,0,0
-0.42244,1.3354,-1.2005,0.039605,0,0
-0.03589,1.7161,-1.5951,0.053459,0,0
0.082061,2.0356,-1.8364,-0.024609,0,0
-0.17763,2.0942,-1.8722,-0.047545,0,0
-0.37731,2.0934,-1.8717,-0.04719,0,0
-0.46435,2.0647,-1.8545,-0.035674,0,0
-0.46435,2.0647,-1.8545,-0.035674,0,0
-0.31507,1.9545,-1.7828,0.0027645,0,0
-0.22427,1.8988,-1.7429,0.018623,0,0
-0.20549,1.8877,-1.7347,0.02149,0,0
-0.17962,1.8736,-1.7241,0.025017,0,0
0.22994,1.9149,-1.7547,0.014292,0,0
0.49543,1.87,-1.7213,0.025881,0,0
0.59386,1.7755,-1.646,0.04506,0,0
0.62184,1.7283,-1.6057,0.051967,0,0
0.63718,1.7028,-1.5832,0.05496,0,0
0.58239,1.4668,-1.3499,0.057633,0,0
0.55646,1.396,-1.2711,0.049646,0,0
0.53075,1.3273,-1.1908,0.038042,0,0
0.53075,1.3273,-1.1908,0.038042,0,0
0.29561,1.739,-1.615,0.050558,0,0
-0.040785,1.7843,-1.6533,0.043577,0,0
-0.017772,1.6847,-1.5669,0.056762,0,0
-0.021198,1.6617,-1.5458,0.058667,0,0
-0.021198,1.6617,-1.5458,0.058667,0,0
0.25959,1.5248,-1.4115,0.061162,0,0
0.39212,1.4302,-1.3096,0.054003,0,0
0.46583,1.3663,-1.2369,0.045097,0,0
0.48916,1.3232,-1.1859,0.037225,0,0
0.48916,1.3232,-1.1859,0.037225,0,0
0.050194,1.5719,-1.4594,0.062018,0,0
0.0016674,1.6591,-1.5434,0.058856,0,0
0.26064,1.6724,-1.5557,0.057832,0,0
0.39172,1.5954,-1.4827,0.061773,0,0
0.46388,1.5357,-1.4227,0.061521,0,0
0.46388,1.5357,-1.4227,0.061521,0,0
0.49816,1.5144,-1.4006,0.060728,0,0
0.6752,1.7698,-1.6412,0.045989,0,0
0.76891,1.8771,-1.7268,0.024142,0,0
0.86048,1.9494,-1.7792,0.0043131,0,0
0.87802,1.9539,-1.7823,0.0029529,0,0
0.87802,1.9539,-1.7823,0.0029529,0,0
0.035999,2.5091,-2.0513,-0.28328,0,0
0.01887,2.2789,-1.9677,-0.13661,0,0
0.53612,2.0561,-1.8492,-0.032319,0,0
0.66896,1.8781,-1.7275,0.023898,0,0
0.72482,1.7594,-1.6325,0.047612,0,0
0.74417,1.6932,-1.5746,0.055948,0,0
0.74417,1.6932,-1.5746,0.055948,0,0
0.67051,1.5457,-1.4329,0.061763,0,0
0.19306,1.6747,-1.5578,0.057639,0,0
-0.0012694,1.6495,-1.5345,0.059505,0,0
-0.068064,1.6135,-1.5002,0.06128,0,0
-0.11743,1.5864,-1.4738,0.061921,0,0
-0.11743,1.5864,-1.4738,0.061921,0,0
0.14755,1.6705,-1.5539,0.057989,0,0
0.29898,1.6765,-1.5594,0.057491,0,0
0.36688,1.6441,-1.5294,0.059842,0,0
0.42282,1.5839,-1.4714,0.061949,0,0
0.44027,1.5591,-1.4465,0.061963,0,0
0.30363,1.6516,-1.5364,0.059372,0,0
0.22359,1.7069,-1.5869,0.054507,0,0
0.22359,1.7069,-1.5869,0.054507,0,0
0.16891,1.7387,-1.6147,0.050603,0,0
-0.16213,1.8934,-1.7389,0.02003,0,0
-0.35014,1.9726,-1.7951,-0.0028893,0,0
-0.21959,2.0098,-1.8199,-0.015344,0,0
-0.12792,2.0187,-1.8257,-0.018501,0,0
-0.12792,2.0187,-1.8257,-0.018501,0,0
0.146,1.9223,-1.76,0.012247,0,0
0.26344,1.8125,-1.6763,0.038402,0,0
0.26344,1.8125,-1.6763,0.038402,0,0
0.31926,1.7537,-1.6276,0.048472,0,0
0.24398,1.7269,-1.6045,0.052141,0,0
-0.23883,1.8211,-1.6833,0.03669,0,0
-0.39671,1.8223,-1.6842,0.036444,0,0
-0.49156,1.7871,-1.6557,0.043082,0,0
-0.49156,1.7871,-1.6557,0.043082,0,0
-0.49156,1.7871,-1.6557,0.043082,0,0
-0.15941,1.7225,-1.6006,0.052696,0,0
0.030529,1.6362,-1.5219,0.060284,0,0
0.070321,1.6035,-1.4905,0.061586,0,0
0.091645,1.5857,-1.4731,0.061929,0,0
0.1161,1.5716,-1.4591,0.062019,0,0
0.36739,1.6678,-1.5515,0.058204,0,0
0.4632,1.7159,-1.5948,0.053489,0,0
0.53685,1.6953,-1.5765,0.055732,0,0
0.58465,1.6652,-1.549,0.058407,0,0
0.58465,1.6652,-1.549,0.058407,0,0
0.029383,1.8331,-1.6927,0.034221,0,0
-0.49365,1.6904,-1.5721,0.056217,0,0
-0.52564,1.7795,-1.6494,0.044387,0,0
-0.54846,1.8106,-1.6748,0.038767,0,0
-0.54846,1.8106,-1.6748,0.038767,0,0
-0.52886,1.6516,-1.5364,0.059371,0,0
-0.51407,1.5984,-1.4856,0.061709,0,0
-0.49312,1.5116,-1.3977,0.060597,0,0
-0.49312,1.5116,-1.3977,0.060597,0,0
0.040578,1.9242,-1.7614,0.011686,0,0
0.4177,1.9613,-1.7875,0.00065723,0,0
0.63707,1.8521,-1.7077,0.030048,0,0
0.70803,1.7922,-1.6598,0.042186,0,0
0.73588,1.7622,-1.6348,0.047189,0,0
0.73588,1.7622,-1.6348,0.047189,0,0
0.46326,2.1165,-1.885,-0.056932,0,0
-0.36586,1.8491,-1.7053,0.030729,0,0
-0.44041,1.6899,-1.5717,0.056263,0,0
-0.48362,1.5385,-1.4255,0.061595,0,0
-0.48645,1.4963,-1.3815,0.059768,0,0
-0.48645,1.4963,-1.3815,0.059768,0,0
-0.43666,1.8464,-1.7032,0.031343,0,0
-0.39265,2.1131,-1.8831,-0.055496,0,0
-0.37467,2.2779,-1.9673,-0.13609,0,0
-0.35368,2.3453,-1.996,-0.17486,0,0
-0.35368,2.3453,-1.996,-0.17486,0,0
0.18523,2.2729,-1.9651,-0.13333,0,0
0.35014,2.0466,-1.8433,-0.028715,0,0
0.39762,1.968,-1.792,-0.001434,0,0
0.42012,1.9213,-1.7593,0.012506,0,0
0.42012,1.9213,-1.7593,0.012506,0,0
0.063937,1.6601,-1.5443,0.058785,0,0
-0.27359,1.5715,-1.4589,0.062019,0,0
-0.30348,1.6506,-1.5355,0.059434,0,0
-0.33097,1.7081,-1.5879,0.054382,0,0
-0.33097,1.7081,-1.5879,0.054382,0,0
-0.18765,1.5873,-1.4747,0.061908,0,0
-0.085107,1.4773,-1.3612,0.05847,0,0
-0.065005,1.4532,-1.3351,0.05641,0,0
-0.052559,1.438,-1.3183,0.054871,0,0
-0.044077,1.4239,-1.3026,0.053273,0,0
-0.23194,1.4849,-1.3694,0.059029,0,0
-0.4952,1.5468,-1.4341,0.061786,0,0
-0.51797,1.6421,-1.5275,0.059955,0,0
-0.52424,1.6598,-1.5441,0.058807,0,0
-0.52424,1.6598,-1.5441,0.058807,0,0
-0.23472,1.7452,-1.6203,0.049703,0,0
-0.027593,1.7738,-1.6446,0.045335,0,0
0.070061,1.7573,-1.6307,0.047927,0,0
0.14111,1.7121,-1.5915,0.053929,0,0
0.15424,1.7031,-1.5835,0.05492,0,0
0.20496,1.9372,-1.7706,0.0079553,0,0
0.18197,2.0382,-1.8381,-0.025571,0,0
0.18091,2.0729,-1.8594,-0.038884,0,0
0.18091,2.0729,-1.8594,-0.038884,0,0
0.010898,1.8941,-1.7394,0.019864,0,0
-0.043778,1.763,-1.6356,0.047056,0,0
-0.090196,1.6441,-1.5294,0.059841,0,0
-0.090196,1.6441,-1.5294,0.059841,0,0
-0.090196,1.6441,-1.5294,0.059841,0,0
0.26213,1.8398,-1.698,0.032788,0,0
0.27345,2.4145,-2.0218,-0.21818,0,0
-0.23063,2.5544,-2.0629,-0.31692,0,0
-0.43837,2.5558,-2.0633,-0.31805,0,0
-0.64863,2.52,-2.0542,-0.29123,0,0
-0.64863,2.52,-2.0542,-0.29123,0,0
-0.64863,2.52,-2.0542,-0.29123,0,0
-0.55717,2.4551,-2.0353,-0.24524,0,0
-0.34234,2.3079,-1.9804,-0.15288,0,0
-0.39367,2.2296,-1.9447,-0.11036,0,0
-0.18469,1.9982,-1.8123,-0.011355,0,0
-0.30184,1.7982,-1.6648,0.04109,0,0
-0.45901,1.8029,-1.6686,0.040231,0,0
-0.49941,1.7929,-1.6604,0.042065,0,0
-0.5547,1.7644,-1.6367,0.046839,0,0
-0.5547,1.7644,-1.6367,0.046839,0,0
-0.12662,1.6529,-1.5377,0.059282,0,0
0.26511,1.8045,-1.6699,0.039933,0,0
0.34456,2.0248,-1.8296,-0.020693,0,0
0.39255,2.1172,-1.8854,-0.057222,0,0
0.42492,2.2015,-1.9308,-0.09618,0,0
0.42492,2.2015,-1.9308,-0.09618,0,0
-0.3355,2.3351,-1.9918,-0.16877,0,0
-0.39117,1.8317,-1.6917,0.034509,0,0
-0.2396,1.7131,-1.5924,0.053815,0,0
-0.18198,1.6447,-1.53,0.059803,0,0
-0.18198,1.6447,-1.53,0.059803,0,0
-0.14013,1.6016,-1.4887,0.061633,0,0
-0.21559,1.8623,-1.7155,0.027704,0,0
-0.49064,1.8447,-1.7018,0.031717,0,0
-0.53276,1.7311,-1.6082,0.051609,0,0
-0.55506,1.6673,-1.551,0.058245,0,0
-0.58001,1.61,-1.4969,0.061395,0,0
-0.025817,1.9088,-1.7502,0.015962,0,0
0.49238,1.8951,-1.7402,0.019597,0,0
0.44209,2.0038,-1.816,-0.013279,0,0
0.41182,2.0881,-1.8685,-0.045009,0,0
0.41182,2.0881,-1.8685,-0.045009,0,0
0.47626,1.7033,-1.5837,0.054897,0,0
0.49716,1.5134,-1.3995,0.060681,0,0
0.50328,1.3978,-1.2732,0.049898,0,0
0.50328,1.3978,-1.2732,0.049898,0,0
0.5084,1.3336,-1.1984,0.039269,0,0
0.10483,1.612,-1.4988,0.061331,0,0
-0.18823,1.9152,-1.7549,0.014217,0,0
-0.089078,2.1006,-1.8759,-0.050189,0,0
0.0012989,2.2253,-1.9426,-0.10816,0,0
0.0012989,2.2253,-1.9426,-0.10816,0,0
0.068018,2.2848,-1.9704,-0.13987,0,0
0.42351,2.0229,-1.8284,-0.019993,0,0
0.48465,1.8855,-1.733,0.022065,0,0
0.43204,2.0263,-1.8305,-0.021209,0,0
0.39823,2.0841,-1.8661,-0.043376,0,0
0.39823,2.0841,-1.8661,-0.043376,0,0
-0.20161,2.0639,-1.854,-0.035339,0,0
-0.40857,1.8719,-1.7228,0.025426,0,0
-0.49525,1.7686,-1.6403,0.046172,0,0
-0.49525,1.7686,-1.6403,0.046172,0,0
-0.49525,1.7686,-1.6403,0.046172,0,0
-0.021929,2.0597,-1.8515,-0.033733,0,0
0.3703,2.0519,-1.8466,-0.030726,0,0
0.60764,1.9181,-1.757,0.01342,0,0
0.65375,1.8767,-1.7264,0.02425,0,0
0.68015,1.8455,-1.7025,0.031534,0,0
0.69209,1.8316,-1.6916,0.034528,0,0
0.43159,2.0793,-1.8633,-0.041459,0,0
0.2408,2.1792,-1.9193,-0.085348,0,0
0.13753,2.2163,-1.9382,-0.10358,0,0
0.11465,2.221,-1.9405,-0.10597,0,0
0.090562,2.2229,-1.9414,-0.10691,0,0
-0.18162,1.9641,-1.7894,-0.00021127,0,0
-0.27134,1.7677,-1.6395,0.046319,0,0
-0.2993,1.7016,-1.5821,0.055087,0,0
-0.30578,1.6829,-1.5653,0.056922,0,0
-0.31559,1.6503,-1.5352,0.059456,0,0
0.037979,1.8516,-1.7072,0.030167,0,0
0.15159,1.635,-1.5208,0.060348,0,0
0.014833,1.5418,-1.429,0.061679,0,0
-0.062035,1.4795,-1.3636,0.058637,0,0
-0.10012,1.4407,-1.3213,0.055156,0,0
-0.10012,1.4407,-1.3213,0.055156,0,0
-0.072382,1.7556,-1.6292,0.048194,0,0
-0.032529,1.998,-1.8122,-0.011281,0,0
-0.0014402,2.1272,-1.8911,-0.061581,0,0
0.012557,2.1858,-1.9227,-0.088541,0,0
0.012557,2.1858,-1.9227,-0.088541,0,0
0.47531,2.1316,-1.8935,-0.063501,0,0
0.61133,1.5228,-1.4094,0.061085,0,0
0.53812,1.3687,-1.2396,0.04548,0,0
0.51147,1.2705,-1.1216,0.025624,0,0
0.51147,1.2705,-1.1216,0.025624,0,0
0.50196,1.2594,-1.1078,0.022901,0,0
0.28932,1.6282,-1.5144,0.060681,0,0
0.15306,1.7704,-1.6418,0.045887,0,0
0.066705,1.8416,-1.6995,0.032384,0,0
0.050115,1.8532,-1.7085,0.029813,0,0
0.035283,1.8611,-1.7145,0.027993,0,0
0.2673,1.5842,-1.4716,0.061946,0,0
0.37301,1.4011,-1.2769,0.050354,0,0
0.41926,1.2984,-1.156,0.032051,0,0
0.41926,1.2984,-1.156,0.032051,0,0
0.42801,1.2339,-1.0757,0.016274,0,0
0.26489,1.7909,-1.6588,0.042411,0,0
0.41439,2.3192,-1.9852,-0.15939,0,0
0.71001,2.1208,-1.8875,-0.058799,0,0
0.78865,2.0163,-1.8241,-0.017634,0,0
0.82471,1.9513,-1.7805,0.003738,0,0
0.82471,1.9513,-1.7805,0.003738,0,0
0.17568,2.0345,-1.8358,-0.024213,0,0
-0.049735,1.902,-1.7453,0.017781,0,0
-0.15926,1.7863,-1.655,0.043231,0,0
-0.23478,1.678,-1.5609,0.057355,0,0
-0.23478,1.678,-1.5609,0.057355,0,0
-0.23478,1.678,-1.5609,0.057355,0,0
-0.075934,1.9721,-1.7948,-0.0027321,0,0
0.076933,2.1426,-1.8996,-0.068393,0,0
0.19867,2.2178,-1.9389,-0.10431,0,0
0.19867,2.2178,-1.9389,-0.10431,0,0
0.28785,2.2523,-1.9556,-0.12224,0,0
0.081615,2.2324,-1.9461,-0.11181,0,0
0.051041,1.8976,-1.742,0.018938,0,0
0.14058,1.7725,-1.6435,0.045556,0,0
0.16001,1.7417,-1.6174,0.050182,0,0
0.18404,1.6936,-1.575,0.055903,0,0
-0.027094,1.7975,-1.6642,0.04123,0,0
0.20771,1.9458,-1.7767,0.0054137,0,0
0.4858,1.7854,-1.6542,0.043382,0,0
0.59652,1.6733,-1.5566,0.057756,0,0
0.63371,1.6201,-1.5066,0.061034,0,0
0.63371,1.6201,-1.5066,0.061034,0,0
0.63371,1.6201,-1.5066,0.061034,0,0
0.050259,1.759,-1.6321,0.047679,0,0
-0.18256,1.5801,-1.4675,0.061984,0,0
-0.29583,1.4827,-1.3671,0.058875,0,0
-0.35597,1.4248,-1.3037,0.053386,0,0
-0.35597,1.4248,-1.3037,0.053386,0,0
-0.35597,1.4248,-1.3037,0.053386,0,0
