t0,t1,t2,t3,t4,t5 ,x,y,z
-0.18914,2.1122,-1.8826,-0.055083,0,0,0.12601254339657703,-0.024122351343200028,0.12
-0.33953,1.8914,-1.7375,0.020543,0,0,0.14154028505196214,-0.04999318292831118,0.12
-0.39879,1.7693,-1.6408,0.046068,0,0,0.14960648294087808,-0.06303933286926104,0.12
-0.41473,1.7388,-1.6149,0.050581,0,0,0.15139379987582513,-0.06665359547940376,0.12
-0.42899,1.6983,-1.5792,0.055427,0,0,0.15413576220883332,-0.07050156700024739,0.12
-0.2327,1.5846,-1.472,0.061942,0,0,0.17604643776797163,-0.041721807457662366,0.12
-0.11718,1.5097,-1.3957,0.060506,0,0,0.18709777385086487,-0.022025019174483934,0.12
-0.080486,1.487,-1.3717,0.059172,0,0,0.19001847326780338,-0.015326937088001516,0.12
-0.080486,1.487,-1.3717,0.059172,0,0,0.19001847326780338,-0.015326937088001516,0.12
-0.080486,1.487,-1.3717,0.059172,0,0,0.19001847326780338,-0.015326937088001516,0.12
-0.16388,1.4681,-1.3513,0.057743,0,0,0.18991598599936643,-0.03140508159199539,0.12
-0.20189,1.4917,-1.3767,0.059482,0,0,0.18630883191781258,-0.038133403807313185,0.12
-0.23075,1.5085,-1.3944,0.060445,0,0,0.18351128325644947,-0.04311315337478497,0.12
-0.23075,1.5085,-1.3944,0.060445,0,0,0.18351128325644947,-0.04311315337478497,0.12
-0.17949,1.6428,-1.5282,0.059915,0,0,0.17226843830458574,-0.031256848900394346,0.12
0.28554,2.056,-1.8492,-0.032309,0,0,0.1283900509437692,0.03769044610601742,0.12
0.57456,2.1476,-1.9024,-0.070647,0,0,0.10479841796910959,0.06784868492236161,0.12
0.76502,2.129,-1.8921,-0.062351,0,0,0.09136756920499331,0.087717636374331,0.12
0.83879,2.1059,-1.8789,-0.052397,0,0,0.08616113275515973,0.09589044783818775,0.12
0.83879,2.1059,-1.8789,-0.052397,0,0,0.08616113275515973,0.09589044783818775,0.12
0.41867,2.5108,-2.0518,-0.28455,0,0,0.08176883473664534,0.03638535333715159,0.12
0.031556,2.621,-2.077,-0.36954,0,0,0.07839773505077928,0.002474740415072689,0.12
-0.17445,2.6381,-2.0799,-0.38362,0,0,0.07551195169401047,-0.013308338012086187,0.12
-0.30159,2.628,-2.0782,-0.3753,0,0,0.0742086126614165,-0.023084759847872078,0.12
-0.30159,2.628,-2.0782,-0.3753,0,0,0.0742086126614165,-0.023084759847872078,0.12
-0.58214,2.4717,-2.0405,-0.25674,0,0,0.07797415992297108,-0.05132503527063115,0.12
-0.62711,2.3278,-1.9888,-0.16442,0,0,0.08692918481942591,-0.06299737824529303,0.12
-0.65462,2.2494,-1.9542,-0.12071,0,0,0.0911910301713464,-0.06999094791410077,0.12
-0.65462,2.2494,-1.9542,-0.12071,0,0,0.0911910301713464,-0.06999094791410077,0.12
0.16718,2.2129,-1.9365,-0.10185,0,0,0.1168415628904616,0.019717612528258915,0.12
0.20733,1.6808,-1.5634,0.057108,0,0,0.16758934282405913,0.03525287545527362,0.12
0.011158,1.5802,-1.4676,0.061983,0,0,0.18135104722141795,0.002023598965600951,0.12
-0.059272,1.5341,-1.421,0.061472,0,0,0.18563806531271101,-0.0110160428399979,0.12
-0.082054,1.5172,-1.4036,0.060855,0,0,0.18701575015275881,-0.01537992281631322,0.12
-0.10927,1.4904,-1.3752,0.059394,0,0,0.18916197227352521,-0.020752388572021056,0.12
0.21245,1.6287,-1.5148,0.060659,0,0,0.17252944082801125,0.03721547864602886,0.12
0.2268,2.1221,-1.8882,-0.059352,0,0,0.12407110141249289,0.028631943168211278,0.12
-0.18542,2.3513,-1.9983,-0.17848,0,0,0.1032778255843745,-0.019372295172477273,0.12
-0.38037,2.3868,-2.0119,-0.20038,0,0,0.09437061923775747,-0.037733319318015296,0.12
-0.54778,2.3897,-2.0129,-0.20221,0,0,0.08652000879018075,-0.052781952413692504,0.12
-0.54778,2.3897,-2.0129,-0.20221,0,0,0.08652000879018075,-0.052781952413692504,0.12
-0.62221,2.3841,-2.0109,-0.1987,0,0,0.08280089570983641,-0.059388995966133167,0.12
-0.60731,1.8984,-1.7426,0.018736,0,0,0.12269259018258608,-0.08526182124414268,0.12
-0.52552,1.7084,-1.5883,0.054339,0,0,0.14574519447591497,-0.08451978793830481,0.12
-0.46991,1.8132,-1.6769,0.038261,0,0,0.14081579855315746,-0.07151368063633015,0.12
-0.43528,1.9025,-1.7456,0.017655,0,0,0.13510572468194687,-0.06282783078792642,0.12
-0.43528,1.9025,-1.7456,0.017655,0,0,0.13510572468194687,-0.06282783078792642,0.12
-0.39279,2.021,-1.8272,-0.019319,0,0,0.12680024883988095,-0.052535889725274,0.12
-0.50432,2.0648,-1.8545,-0.035698,0,0,0.11638971056653248,-0.0642384006395934,0.12
-0.592,1.9579,-1.7851,0.0017104,0,0,0.11907276544038929,-0.08007121260306709,0.12
-0.64697,1.8863,-1.7336,0.021865,0,0,0.1201783808315332,-0.0907868713063974,0.12
-0.64697,1.8863,-1.7336,0.021865,0,0,0.1201783808315332,-0.0907868713063974,0.12
-0.44911,2.112,-1.8824,-0.054989,0,0,0.11559210137974259,-0.05571052210061607,0.12
-0.30608,2.2913,-1.9733,-0.1435,0,0,0.10574126183913084,-0.03341536736808224,0.12
-0.11251,2.391,-2.0134,-0.20307,0,0,0.10058448862658151,-0.011364754916002162,0.12
-0.11251,2.391,-2.0134,-0.20307,0,0,0.10058448862658151,-0.011364754916002162,0.12
-0.11251,2.391,-2.0134,-0.20307,0,0,0.10058448862658151,-0.011364754916002162,0.12
0.73147,2.2606,-1.9594,-0.12668,0,0,0.08473957221853747,0.0760595544640982,0.12
0.77009,2.0818,-1.8648,-0.042459,0,0,0.09423550270204883,0.09139363947157528,0.12
0.80456,1.9951,-1.8102,-0.010293,0,0,0.09694505224159358,0.10073339808107354,0.12
0.82851,1.9579,-1.7851,0.0017397,0,0,0.0969961853591173,0.10574202087636086,0.12
0.82851,1.9579,-1.7851,0.0017397,0,0,0.0969961853591173,0.10574202087636086,0.12
0.43981,2.1623,-1.9103,-0.077392,0,0,0.11166560620123572,0.05254407652237331,0.12
0.2162,2.1929,-1.9264,-0.09196,0,0,0.11763261213039711,0.025835976273909503,0.12
0.077369,2.1821,-1.9208,-0.086772,0,0,0.12112235524186148,0.009389858763502311,0.12
0.0026246,2.162,-1.9102,-0.077283,0,0,0.12344185098536789,0.000323986226025628,0.12
0.0026246,2.162,-1.9102,-0.077283,0,0,0.12344185098536789,0.000323986226025628,0.12
-0.16373,1.9311,-1.7663,0.0097378,0,0,0.14419789871409827,-0.023822779869226787,0.12
-0.32036,1.6751,-1.5582,0.057603,0,0,0.1630886096915191,-0.05411100471974529,0.12
-0.36337,1.7441,-1.6194,0.049849,0,0,0.15411563599162043,-0.0586032737513564,0.12
-0.36337,1.7441,-1.6194,0.049849,0,0,0.15411563599162043,-0.0586032737513564,0.12
-0.49379,1.7943,-1.6616,0.041807,0,0,0.1407405193979343,-0.07575587827384422,0.12
-0.49379,1.7943,-1.6616,0.041807,0,0,0.1407405193979343,-0.07575587827384422,0.12
-0.49379,1.7943,-1.6616,0.041807,0,0,0.1407405193979343,-0.07575587827384422,0.12
0.011876,1.9431,-1.7748,0.0062034,0,0,0.1449503236382378,0.0017215109779000774,0.12
0.29779,1.8313,-1.6914,0.034587,0,0,0.14924942860265705,0.04580710142385586,0.12
0.44245,1.7113,-1.5908,0.054013,0,0,0.1519899830835442,0.07200935722453759,0.12
0.48862,1.6544,-1.5391,0.059183,0,0,0.15356375350352838,0.08163707665575323,0.12
0.48862,1.6544,-1.5391,0.059183,0,0,0.15356375350352838,0.08163707665575323,0.12
0.53599,1.6142,-1.5009,0.061254,0,0,0.15299852373959913,0.09087986978476315,0.12
0.34378,1.688,-1.5699,0.05645,0,0,0.16055276790917364,0.05747718179962704,0.12
-0.014428,1.6012,-1.4884,0.061643,0,0,0.1792428031067214,-0.0025862946262707937,0.12
-0.098945,1.5142,-1.4004,0.060719,0,0,0.1870239187854176,-0.018565708017860866,0.12
-0.14231,1.4555,-1.3376,0.05663,0,0,0.1917733408028567,-0.027477004394909712,0.12
-0.14231,1.4555,-1.3376,0.05663,0,0,0.1917733408028567,-0.027477004394909712,0.12
-0.13731,1.9834,-1.8025,-0.0064129,0,0,0.1396391437402498,-0.019295268083276276,0.12
-0.010188,2.4608,-2.0371,-0.24915,0,0,0.0944111549114417,-0.0009618941265119755,0.12
0.025483,2.2095,-1.9348,-0.10015,0,0,0.1187850128486462,0.0030276538800743952,0.12
0.024908,2.1685,-1.9137,-0.080308,0,0,0.12277272440580242,0.0030586555842677396,0.12
0.019875,2.0913,-1.8704,-0.046328,0,0,0.13031747814057904,0.0025904009699792715,0.12
0.23199,1.937,-1.7705,0.0080132,0,0,0.14166690500768173,0.03346787720590154,0.12
0.53857,1.9959,-1.8108,-0.010561,0,0,0.11994912052167551,0.07166809594080871,0.12
0.60942,2.1223,-1.8883,-0.059429,0,0,0.10439315077975331,0.07287225369524947,0.12
0.66997,2.1941,-1.927,-0.092546,0,0,0.09431101636188093,0.07471369133805669,0.12
0.66997,2.1941,-1.927,-0.092546,0,0,0.09431101636188093,0.07471369133805669,0.12
0.40712,1.9254,-1.7623,0.011345,0,0,0.13472955226929426,0.05809692309487983,0.12
0.28596,1.7678,-1.6396,0.046303,0,0,0.15589916979655127,0.04583720853669673,0.12
0.23858,1.6844,-1.5666,0.056787,0,0,0.1660519725181143,0.040385863229666544,0.12
0.19394,1.6169,-1.5035,0.061158,0,0,0.17435192030379273,0.034244231474656536,0.12
0.19394,1.6169,-1.5035,0.061158,0,0,0.17435192030379273,0.034244231474656536,0.12
-0.1128,1.7153,-1.5943,0.053562,0,0,0.16671511733284874,-0.01888563251774412,0.12
-0.44343,1.9892,-1.8063,-0.0083147,0,0,0.12681170109742873,-0.0602327081338956,0.12
-0.46488,2.1698,-1.9143,-0.080898,0,0,0.1096609440229192,-0.054999507706541814,0.12
-0.49084,2.2643,-1.9611,-0.12867,0,0,0.10010764028465849,-0.05350429154503294,0.12
-0.49048,2.2855,-1.9707,-0.14028,0,0,0.09831580943989283,-0.05250112064367818,0.12
-0.49236,2.3105,-1.9816,-0.15441,0,0,0.09608413295161018,-0.051541777275917945,0.12
-0.44897,2.0763,-1.8615,-0.040253,0,0,0.11875040156603865,-0.057212204309084636,0.12
0.12667,1.8615,-1.7148,0.027899,0,0,0.1518666570219302,0.01934050157579291,0.12
0.42168,1.6953,-1.5765,0.055731,0,0,0.1549225463075063,0.0694965653868612,0.12
0.51733,1.5941,-1.4813,0.061799,0,0,0.15641925501549445,0.0890059871910246,0.12
0.55278,1.5466,-1.4338,0.06178,0,0,0.15720873950767097,0.09698784885518764,0.12
0.59321,1.5013,-1.3868,0.060059,0,0,0.15689209098807286,0.10577895933273915,0.12
0.59321,1.5013,-1.3868,0.060059,0,0,0.15689209098807286,0.10577895933273915,0.12
0.14568,2.1058,-1.8789,-0.052375,0,0,0.12756015836498039,0.018715549502041035,0.12
0.21466,2.0844,-1.8664,-0.043523,0,0,0.12801518579728025,0.027909746085601674,0.12
0.26418,2.0425,-1.8408,-0.027186,0,0,0.13044618029057597,0.03528599940538348,0.12
0.38881,1.9208,-1.7589,0.012655,0,0,0.1361914015648921,0.05579278581785153,0.12
0.44019,1.862,-1.7153,0.027771,0,0,0.1384568348194728,0.06521492186441176,0.12
0.46422,1.8228,-1.6846,0.036354,0,0,0.14035936566132154,0.07028013713814854,0.12
0.46422,1.8228,-1.6846,0.036354,0,0,0.14035936566132154,0.07028013713814854,0.12
0.37461,1.8231,-1.6848,0.036294,0,0,0.14605656622770877,0.05742596828047193,0.12
-0.077602,1.6011,-1.4882,0.061647,0,0,0.1787294622817918,-0.013897672525969164,0.12
-0.16482,1.4579,-1.3402,0.056849,0,0,0.190873773710399,-0.03174782058568321,0.12
-0.19765,1.3945,-1.2694,0.04943,0,0,0.19577072067863213,-0.039205951182023704,0.12
-0.2142,1.3641,-1.2343,0.04473,0,0,0.19793881164980842,-0.043059056670035324,0.12
-0.22082,1.3427,-1.2092,0.040975,0,0,0.19963007077939887,-0.04481307492258424,0.12
-0.28261,1.658,-1.5424,0.058936,0,0,0.1666668718344462,-0.04839710439905135,0.12
-0.29712,1.8046,-1.6699,0.039917,0,0,0.151838534359451,-0.046490448661099075,0.12
-0.33511,1.9064,-1.7485,0.016618,0,0,0.14034542195704064,-0.04887451432111011,0.12
-0.33511,1.9064,-1.7485,0.016618,0,0,0.14034542195704064,-0.04887451432111011,0.12
-0.33511,1.9064,-1.7485,0.016618,0,0,0.14034542195704064,-0.04887451432111011,0.12
-0.37254,2.1216,-1.8879,-0.059132,0,0,0.11864255854220973,-0.046364107348445975,0.12
-0.40304,2.2483,-1.9537,-0.12012,0,0,0.10584231926805725,-0.04512918080981675,0.12
-0.40304,2.2483,-1.9537,-0.12012,0,0,0.10584231926805725,-0.04512918080981675,0.12
-0.4022,2.3107,-1.9816,-0.15449,0,0,0.10031246800885493,-0.042671810052957795,0.12
-0.17773,2.2881,-1.9719,-0.14173,0,0,0.10945440063494352,-0.01966078250899295,0.12
0.063435,1.7677,-1.6395,0.046325,0,0,0.16218072446159826,0.010301756050695263,0.12
0.032121,1.5904,-1.4778,0.061862,0,0,0.18025068171829303,0.005791824206056157,0.12
0.016516,1.4928,-1.3779,0.059554,0,0,0.19003746781885333,0.0031389442355980166,0.12
0.0099535,1.472,-1.3555,0.058057,0,0,0.19210173824740123,0.0019121477989349131,0.12
0.0099535,1.472,-1.3555,0.058057,0,0,0.19210173824740123,0.0019121477989349131,0.12
0.004031,1.6528,-1.5376,0.05929,0,0,0.17407442345035803,0.0007016978015525806,0.12
0.21099,1.6096,-1.4964,0.061409,0,0,0.1744581315358122,0.037365030640419405,0.12
0.27335,1.4613,-1.344,0.057161,0,0,0.1859930445415514,0.05214651461074109,0.12
0.29733,1.3927,-1.2674,0.049179,0,0,0.19106430027744922,0.05854461744691911,0.12
0.31875,1.3187,-1.1805,0.036325,0,0,0.1964302767461029,0.06482252271955902,0.12
0.31875,1.3187,-1.1805,0.036325,0,0,0.1964302767461029,0.06482252271955902,0.12
-0.040525,1.9846,-1.8033,-0.0068109,0,0,0.14073145155381434,-0.005706266170223197,0.12
-0.2492,2.1516,-1.9046,-0.072492,0,0,0.1206113243487287,-0.0306943681516694,0.12
-0.039306,2.0388,-1.8385,-0.025788,0,0,0.13539433372888993,-0.005324552040226493,0.12
0.02975,1.9648,-1.7899,-0.00043349,0,0,0.14274537440916885,0.004247928189939176,0.12
0.080517,1.9019,-1.7452,0.017806,0,0,0.14857784139870103,0.011988961354964732,0.12
0.080517,1.9019,-1.7452,0.017806,0,0,0.14857784139870103,0.011988961354964732,0.12
0.35067,1.6718,-1.5552,0.05788,0,0,0.16168642756866936,0.05914294775174741,0.12
0.52008,1.4871,-1.3718,0.059181,0,0,0.16542093018396797,0.09473128338387807,0.12
0.46841,1.4814,-1.3657,0.058779,0,0,0.17059436518793542,0.08631516063134474,0.12
0.47123,1.365,-1.2354,0.044877,0,0,0.18041522028133924,0.091924124104431,0.12
0.59763,1.5218,-1.4083,0.061044,0,0,0.15474313314654117,0.1053279518045084,0.12
0.70684,1.7245,-1.6024,0.052444,0,0,0.1268797215093295,0.10836149363826912,0.12
0.76199,1.7817,-1.6512,0.044014,0,0,0.1165499324660431,0.11121734480440541,0.12
0.8083,1.8049,-1.6702,0.039849,0,0,0.10966557930263005,0.11480731993160266,0.12
0.8083,1.8049,-1.6702,0.039849,0,0,0.10966557930263005,0.11480731993160266,0.12
0.5111,1.5884,-1.4757,0.061894,0,0,0.15746903881848684,0.08830923153399606,0.12
0.39149,1.5168,-1.4032,0.060838,0,0,0.1734870923543225,0.07161508023786228,0.12
0.53338,1.6519,-1.5367,0.05935,0,0,0.14997226494140384,0.08855358177010152,0.12
0.60968,1.689,-1.5708,0.056352,0,0,0.1397240088169011,0.09758920736996073,0.12
0.60968,1.689,-1.5708,0.056352,0,0,0.1397240088169011,0.09758920736996073,0.12
0.65379,1.7061,-1.5862,0.054599,0,0,0.13391893602090796,0.1026089552266163,0.12
0.46603,1.5557,-1.4431,0.061926,0,0,0.16421091228847226,0.08259505853194708,0.12
0.24008,1.5402,-1.4273,0.061638,0,0,0.1800418645446661,0.044074517652781864,0.12
0.24455,1.6253,-1.5116,0.060812,0,0,0.17157871891823237,0.04281654178644633,0.12
0.24418,1.6459,-1.5311,0.059733,0,0,0.16958458749913488,0.042252269554842424,0.12
0.24434,1.667,-1.5507,0.058264,0,0,0.16751692032001386,0.041765574651290716,0.12
-0.051317,1.5821,-1.4695,0.061968,0,0,0.18093400291753275,-0.009293149293538182,0.12
-0.18444,1.4295,-1.3089,0.053931,0,0,0.19294156850414476,-0.035995234897155455,0.12
-0.24176,1.3853,-1.2588,0.048078,0,0,0.19470851586829643,-0.04801179210275293,0.12
-0.2752,1.3191,-1.181,0.036414,0,0,0.19903063334979834,-0.056199195058065976,0.12
-0.2752,1.3191,-1.181,0.036414,0,0,0.19903063334979834,-0.056199195058065976,0.12
-0.15166,1.3944,-1.2693,0.049413,0,0,0.1973760749271678,-0.030165688818500465,0.12
0.063342,1.6248,-1.5111,0.060834,0,0,0.17653531623739835,0.011197079015095937,0.12
0.16204,1.7323,-1.6092,0.051447,0,0,0.16389425432350826,0.026792331548501046,0.12
0.16204,1.7323,-1.6092,0.051447,0,0,0.16389425432350826,0.026792331548501046,0.12
0.20413,1.773,-1.6439,0.045466,0,0,0.15861041688929198,0.03283447691824654,0.12
0.034947,2.1698,-1.9143,-0.080897,0,0,0.12260543377191746,0.004286437234444206,0.12
0.35333,1.9489,-1.7789,0.0044699,0,0,0.135466422300068,0.049960939074493185,0.12
0.45954,1.6191,-1.5056,0.061072,0,0,0.15905124691112835,0.0787106422672624,0.12
0.51694,1.4393,-1.3198,0.055014,0,0,0.16979524110043845,0.09652957482604416,0.12
0.52021,1.414,-1.2915,0.052052,0,0,0.1716118689430439,0.09830626441520275,0.12
0.53683,1.3115,-1.1718,0.034842,0,0,0.17832936094870774,0.10612892965594384,0.12
0.53683,1.3115,-1.1718,0.034842,0,0,0.17832936094870774,0.10612892965594384,0.12
0.31661,1.7935,-1.661,0.041945,0,0,0.1519673542825684,0.04978926586711266,0.12
0.37179,1.9382,-1.7713,0.0076747,0,0,0.1355085737253803,0.052838028607259925,0.12
0.47158,1.6584,-1.5428,0.058908,0,0,0.15457340294966843,0.07882550779485968,0.12
0.52743,1.5339,-1.4208,0.061465,0,0,0.16071001202787533,0.093608747510184,0.12
0.53429,1.5167,-1.403,0.060833,0,0,0.1615358553009962,0.09557984828575852,0.12
0.54354,1.4761,-1.3599,0.058379,0,0,0.16407903765111553,0.09914506273254976,0.12
0.50099,1.3808,-1.2537,0.0474,0,0,0.17627590032392337,0.09652668190079704,0.12
0.46042,1.3523,-1.2205,0.042701,0,0,0.1824785197047802,0.09050423185069432,0.12
0.46042,1.3523,-1.2205,0.042701,0,0,0.1824785197047802,0.09050423185069432,0.12
0.5936,1.7698,-1.6412,0.045988,0,0,0.13453131309288197,0.09077933049378449,0.12
0.71733,1.908,-1.7496,0.016178,0,0,0.11186702684832199,0.09758776386466045,0.12
0.83953,2.0019,-1.8147,-0.012615,0,0,0.09291556860019146,0.10356164143379692,0.12
0.85744,2.0071,-1.8181,-0.014412,0,0,0.09070987432907186,0.10482067443193632,0.12
0.87753,2.0149,-1.8232,-0.017145,0,0,0.08809466330938943,0.1060305530180438,0.12
0.39728,2.4771,-2.0421,-0.26046,0,0,0.08558839387159314,0.035912092605612164,0.12
-0.17477,2.5433,-2.0602,-0.30851,0,0,0.08495321071165061,-0.015000310465386522,0.12
-0.22373,2.172,-1.9155,-0.081976,0,0,0.11941588840056859,-0.027171799328666126,0.12
-0.40289,2.427,-2.0261,-0.22635,0,0,0.08989602396561547,-0.03831404456073727,0.12
-0.40289,2.427,-2.0261,-0.22635,0,0,0.08989602396561547,-0.03831404456073727,0.12
-0.10475,1.8518,-1.7074,0.030124,0,0,0.15322153230703356,-0.01610891735435137,0.12
0.24842,1.4391,-1.3196,0.054988,0,0,0.1893397983012099,0.048027854346586574,0.12
0.34951,1.4607,-1.3433,0.057103,0,0,0.181540510852987,0.06616666973629542,0.12
0.42367,1.416,-1.2938,0.052309,0,0,0.1801129707808871,0.08122765187301272,0.12
0.43535,1.4044,-1.2807,0.050808,0,0,0.18016955172235372,0.08379907376268453,0.12
0.44441,1.3917,-1.2662,0.049022,0,0,0.18050733621926682,0.08595383497049892,0.12
0.38085,1.461,-1.3436,0.057132,0,0,0.17935007723239438,0.07181153012134639,0.12
0.38085,1.461,-1.3436,0.057132,0,0,0.17935007723239438,0.07181153012134639,0.12
0.35076,1.4993,-1.3848,0.059948,0,0,0.17788745207246395,0.0650872399822168,0.12
0.21676,1.4038,-1.28,0.050722,0,0,0.19411052986582342,0.0427469926262692,0.12
0.19902,1.3268,-1.1902,0.037949,0,0,0.20202337320881525,0.040746087736949675,0.12
0.19902,1.3268,-1.1902,0.037949,0,0,0.20202337320881525,0.040746087736949675,0.12
0.19074,1.3124,-1.1729,0.035038,0,0,0.20367484548837628,0.03932702950491194,0.12
0.11443,1.2574,-1.1053,0.022397,0,0,0.21109674478940324,0.024261789506565254,0.12
0.059361,1.2856,-1.1403,0.029179,0,0,0.20954722735583198,0.012453564059273853,0.12
0.059361,1.2856,-1.1403,0.029179,0,0,0.20954722735583198,0.012453564059273853,0.12
0.12863,1.8032,-1.6688,0.040173,0,0,0.15762502310644755,0.020387874677488708,0.12
0.2474,2.0841,-1.8662,-0.043411,0,0,0.12706079421608119,0.03209228273628658,0.12
0.17403,1.9357,-1.7695,0.0084065,0,0,0.14349241429129836,0.02522718108090166,0.12
0.13484,1.8402,-1.6984,0.032684,0,0,0.15381971261934124,0.02086767441919127,0.12
0.12554,1.8241,-1.6857,0.036072,0,0,0.15560873046897444,0.019638397541495697,0.12
0.11693,1.8055,-1.6707,0.039736,0,0,0.15762431206978625,0.01851547286673212,0.12
-0.17431,1.8577,-1.712,0.028768,0,0,0.15115119769102398,-0.026617292642579535,0.12
-0.34168,1.8985,-1.7427,0.018706,0,0,0.1407635010309902,-0.05005947357034968,0.12
-0.37603,1.9014,-1.7448,0.017943,0,0,0.1386912899485622,-0.05475763034046967,0.12
-0.43503,1.9009,-1.7444,0.018084,0,0,0.13526539845204086,-0.06286095906326897,0.12
-0.43503,1.9009,-1.7444,0.018084,0,0,0.13526539845204086,-0.06286095906326897,0.12
0.025082,1.9726,-1.7951,-0.002893,0,0,0.14198685476421713,0.0035620612947636003,0.12
0.43784,1.5683,-1.4558,0.062017,0,0,0.16533396994340696,0.07740018433486014,0.12
0.42129,1.5608,-1.4482,0.061978,0,0,0.16727479808052576,0.07495929958845238,0.12
0.37289,1.5345,-1.4215,0.061485,0,0,0.1731497630120029,0.0677347444785298,0.12
0.40391,1.822,-1.684,0.036512,0,0,0.1444149927829797,0.06172438355671714,0.12
0.46571,1.7313,-1.6083,0.051586,0,0,0.14847298791359312,0.07461965130254553,0.12
0.4541,1.5655,-1.453,0.062008,0,0,0.16430534875322725,0.08020102782009572,0.12
0.44737,1.5467,-1.4339,0.061783,0,0,0.166531679260692,0.07990447826052176,0.12
0.42572,1.4627,-1.3455,0.057283,0,0,0.17579766107269448,0.07971561009822764,0.12
0.47304,1.6938,-1.5752,0.055884,0,0,0.15128604256961525,0.07742762669921723,0.12
0.63689,2.011,-1.8207,-0.015774,0,0,0.11113604853907347,0.08220966447659837,0.12
0.63689,2.011,-1.8207,-0.015774,0,0,0.11113604853907347,0.08220966447659837,0.12
0.69987,2.06,-1.8516,-0.033826,0,0,0.1020508812533634,0.08593359536808172,0.12
-0.019789,2.0415,-1.8402,-0.026801,0,0,0.13520711331295562,-0.0026759628808571403,0.12
-0.10266,1.7814,-1.6509,0.044075,0,0,0.160280293682157,-0.016512424310185483,0.12
0.079618,1.8612,-1.7146,0.027976,0,0,0.15263895015292486,0.012178552200857893,0.12
0.21663,1.865,-1.7176,0.027064,0,0,0.14917667964851647,0.03283133379041644,0.12
0.24582,1.8605,-1.7141,0.028119,0,0,0.14858997078373115,0.03728034828159166,0.12
